n    x(n)   c(n)  xhat(n) 
7758  241.0       1.0     233.1 
7759  229.0       1.0     220.7 
7760  209.0       1.0     207.4 
7761  173.0       0.0     175.2 
7762  136.0       0.0     131.8 
7763  106.0       0.0     113.5 
7764   89.0       0.0      82.8 
7765   63.0       0.0      58.2 
7766   29.0       1.0      22.6 
7767   -1.0       1.0      -5.9 
7768   -8.0       0.0     -12.8 
7769    3.0       0.0      -2.2 
7770    9.0       0.0       6.2 
7771   -1.0       0.0      -3.0 
7772  -29.0       1.0     -26.4 
7773  -66.0       2.0     -61.1 
7774 -110.0       3.0    -104.9 
7775 -167.0       5.0    -171.9 
7776 -245.0       4.0    -252.7 
7777 -330.0       4.0    -340.4 
7778 -410.0       3.0    -401.4 
7779 -481.0       4.0    -470.4 
7780 -549.0       4.0    -555.5 
7781 -605.0       3.0    -611.6 
7782 -656.0       3.0    -639.8 
7783 -686.0       4.0    -686.0 
7784 -697.0       3.0    -711.3 
7785 -694.0       2.0    -673.5 
7786 -695.0       4.0    -708.1 
7787 -691.0       2.0    -679.3 
7788 -680.0       3.0    -685.6 
7789 -662.0       3.0    -676.5 
7790 -656.0       3.0    -656.3 
7791 -669.0       4.0    -658.3 
7792 -700.0       4.0    -686.6 
7793 -736.0       4.0    -741.2 
7794 -771.0       3.0    -772.1 
7795 -814.0       4.0    -824.9 
7796 -884.0       4.0    -908.6 
7797 -961.0       3.0    -959.0 
7798 -1023.0       4.0    -1035.8 
7799 -1062.0       3.0    -1079.4 
7800 -1096.0       3.0    -1089.1 
7801 -1138.0       4.0    -1132.4 
7802 -1175.0       3.0    -1149.6 
7803 -1195.0       4.0    -1201.6 
7804 -1200.0       3.0    -1224.5 
7805 -1205.0       3.0    -1216.4 
7806 -1206.0       3.0    -1186.3 
7807 -1179.0       4.0    -1195.7 
7808 -1093.0       2.0    -1121.0 
7809 -955.0       0.0    -926.4 
7810 -784.0       0.0    -767.8 
7811 -585.0       0.0    -590.2 
7812 -280.0       4.0    -278.0 
7813  188.0       7.0     166.0 
7814  691.0       4.0     692.1 
7815 1013.0       3.0    1075.7 
7816 1029.0       1.0    1061.9 
7817  925.0       0.0     910.0 
7818  900.0       1.0     891.1 
7819 1033.0       3.0    1055.4 
7820 1099.0       2.0    1064.5 
7821  943.0       1.0     970.5 
7822  640.0       1.0     669.4 
7823  469.0       1.0     439.2 
7824  543.0       3.0     553.6 
7825  735.0       5.0     728.9 
7826  857.0       3.0     874.4 
7827  820.0       1.0     811.8 
7828  755.0       1.0     750.6 
7829  750.0       2.0     752.1 
7830  767.0       3.0     792.7 
7831  758.0       2.0     757.0 
7832  682.0       1.0     672.0 
7833  618.0       2.0     637.1 
7834  547.0       1.0     563.4 
7835  412.0       1.0     402.3 
7836  191.0       4.0     191.3 
7837  -41.0       5.0     -38.4 
7838 -168.0       2.0    -170.0 
7839 -198.0       1.0    -211.2 
7840 -195.0       0.0    -191.5 
7841 -231.0       1.0    -214.1 
7842 -231.0       1.0    -226.1 
7843 -100.0       2.0     -98.7 
7844  146.0       7.0     143.1 
7845  383.0       3.0     363.1 
7846  511.0       3.0     514.3 
7847  573.0       2.0     555.3 
7848  642.0       3.0     625.6 
7849  731.0       4.0     710.2 
7850  782.0       3.0     764.0 
7851  758.0       2.0     737.0 
7852  695.0       2.0     702.9 
7853  624.0       1.0     623.5 
7854  559.0       1.0     553.8 
7855  482.0       1.0     492.6 
7856  424.0       1.0     438.7 
7857  420.0       2.0     417.8 
7858  448.0       4.0     442.6 
7859  459.0       3.0     455.2 
7860  398.0       1.0     403.2 
7861  335.0       0.0     334.3 
7862  330.0       2.0     320.1 
7863  378.0       6.0     379.3 
7864  399.0       2.0     398.2 
7865  333.0       0.0     335.6 
7866  207.0       2.0     191.7 
7867   70.0       3.0      56.6 
7868  -45.0       3.0     -41.8 
7869 -170.0       6.0    -178.9 
7870 -326.0       4.0    -344.7 
7871 -479.0       3.0    -463.8 
7872 -588.0       4.0    -588.7 
7873 -636.0       2.0    -616.0 
7874 -638.0       2.0    -623.4 
7875 -600.0       2.0    -616.2 
7876 -533.0       0.0    -514.1 
7877 -435.0       0.0    -430.3 
7878 -330.0       0.0    -327.1 
7879 -222.0       1.0    -215.5 
7880 -108.0       2.0    -103.0 
7881   13.0       3.0       5.1 
7882  122.0       5.0     127.7 
7883  193.0       2.0     192.1 
7884  220.0       2.0     234.6 
7885  220.0       1.0     231.4 
7886  219.0       1.0     224.5 
7887  224.0       1.0     215.0 
7888  234.0       2.0     225.1 
7889  244.0       3.0     247.0 
7890  261.0       3.0     257.8 
7891  295.0       5.0     294.2 
7892  348.0       4.0     350.6 
7893  404.0       4.0     418.7 
7894  452.0       3.0     464.0 
7895  488.0       3.0     487.3 
7896  506.0       3.0     494.4 
7897  497.0       3.0     489.6 
7898  448.0       2.0     452.1 
7899  373.0       0.0     372.6 
7900  303.0       0.0     307.9 
7901  237.0       0.0     237.5 
7902  171.0       1.0     166.0 
7903   88.0       2.0      92.8 
7904   13.0       3.0      18.2 
7905  -40.0       3.0     -41.4 
7906  -57.0       1.0     -57.1 
7907  -77.0       1.0     -69.7 
7908  -96.0       2.0     -95.8 
7909 -111.0       2.0    -116.6 
7910  -92.0       0.0     -85.3 
7911  -56.0       0.0     -60.2 
7912  -21.0       1.0     -24.2 
7913   -1.0       1.0       4.7 
7914   20.0       1.0      27.7 
7915   41.0       1.0      46.2 
7916   55.0       1.0      60.9 
7917   46.0       0.0      40.8 
7918   33.0       0.0      40.6 
7919   25.0       0.0      24.5 
7920   31.0       0.0      27.6 
7921   34.0       0.0      30.1 
7922   32.0       0.0      32.1 
7923   33.0       0.0      33.6 
7924   55.0       1.0      50.9 
7925   74.0       2.0      80.7 
7926   85.0       1.0      88.6 
7927   84.0       0.0      78.9 
7928   80.0       1.0      87.1 
7929   75.0       0.0      77.7 
7930   69.0       0.0      70.1 
7931   44.0       0.0      48.1 
7932    2.0       2.0      -1.5 
7933  -43.0       2.0     -41.2 
7934  -96.0       3.0     -89.0 
7935 -160.0       5.0    -159.2 
7936 -241.0       4.0    -242.5 
7937 -319.0       4.0    -332.3 
7938 -389.0       3.0    -394.8 
7939 -445.0       3.0    -432.0 
7940 -508.0       5.0    -509.8 
7941 -541.0       2.0    -527.3 
7942 -576.0       3.0    -572.3 
7943 -596.0       3.0    -593.3 
7944 -601.0       3.0    -596.5 
7945 -613.0       4.0    -618.3 
7946 -639.0       3.0    -626.3 
7947 -655.0       4.0    -653.4 
7948 -686.0       4.0    -705.5 
7949 -719.0       3.0    -735.0 
7950 -755.0       3.0    -741.6 
7951 -806.0       5.0    -810.4 
7952 -856.0       3.0    -869.5 
7953 -894.0       3.0    -894.6 
7954 -929.0       4.0    -946.0 
7955 -958.0       3.0    -971.7 
7956 -987.0       3.0    -970.8 
7957 -1019.0       4.0    -1000.5 
7958 -1047.0       4.0    -1069.0 
7959 -1065.0       2.0    -1034.3 
7960 -1090.0       4.0    -1117.5 
7961 -1121.0       2.0    -1087.4 
7962 -1159.0       4.0    -1183.2 
7963 -1190.0       2.0    -1155.4 
7964 -1208.0       3.0    -1187.5 
7965 -1198.0       3.0    -1186.9 
7966 -1158.0       3.0    -1162.7 
7967 -1065.0       2.0    -1067.2 
7968 -921.0       1.0    -927.7 
7969 -716.0       0.0    -720.0 
7970 -448.0       3.0    -436.1 
7971  -64.0       7.0     -79.2 
7972  397.0       5.0     411.4 
7973  817.0       3.0     812.5 
7974 1021.0       2.0     960.7 
7975 1006.0       2.0    1048.2 
7976  894.0       0.0     888.9 
7977  851.0       1.0     847.0 
7978  888.0       2.0     881.5 
7979  884.0       2.0     888.7 
7980  721.0       0.0     744.0 
7981  508.0       1.0     506.0 
7982  419.0       0.0     431.6 
7983  563.0       4.0     561.9 
7984  813.0       6.0     825.1 
7985  969.0       2.0     949.0 
7986  922.0       1.0     915.2 
7987  829.0       1.0     872.6 
7988  802.0       1.0     824.5 
7989  869.0       2.0     849.1 
7990  857.0       2.0     849.9 
7991  715.0       0.0     710.6 
7992  534.0       0.0     540.9 
7993  421.0       0.0     407.8 
7994  349.0       0.0     348.6 
7995  186.0       2.0     178.2 
7996  -77.0       6.0     -93.2 
7997 -282.0       2.0    -255.9 
7998 -287.0       1.0    -302.6 
7999 -147.0       1.0    -154.0 
8000  -49.0       1.0     -43.9 
8001  -17.0       0.0     -11.3 
8002   46.0       1.0      55.2 
8003  243.0       5.0     256.2 
8004  491.0       4.0     482.5 
8005  632.0       3.0     645.0 
8006  627.0       1.0     615.9 
8007  565.0       1.0     582.7 
8008  553.0       1.0     547.1 
8009  575.0       2.0     559.0 
8010  563.0       2.0     556.5 
8011  488.0       1.0     504.2 
8012  398.0       0.0     385.7 
8013  358.0       1.0     356.3 
8014  367.0       2.0     356.7 
8015  405.0       4.0     401.5 
8016  441.0       3.0     429.6 
8017  468.0       4.0     469.1 
8018  490.0       3.0     492.3 
8019  497.0       3.0     499.2 
8020  500.0       3.0     494.2 
8021  484.0       3.0     480.7 
8022  452.0       3.0     461.3 
8023  401.0       1.0     398.7 
8024  321.0       0.0     327.8 
8025  208.0       3.0     206.3 
8026   54.0       6.0      61.0 
8027 -118.0       5.0    -127.2 
8028 -286.0       3.0    -280.9 
8029 -402.0       3.0    -386.0 
8030 -467.0       3.0    -454.0 
8031 -498.0       3.0    -493.8 
8032 -507.0       3.0    -512.6 
8033 -484.0       2.0    -485.7 
8034 -414.0       0.0    -402.2 
8035 -312.0       0.0    -309.5 
8036 -211.0       1.0    -214.5 
8037 -144.0       1.0    -141.9 
8038 -112.0       0.0    -104.6 
8039  -86.0       0.0     -91.7 
8040  -55.0       1.0     -49.3 
8041  -27.0       0.0     -31.5 
8042  -23.0       0.0     -17.2 
8043  -39.0       1.0     -37.7 
8044  -56.0       1.0     -54.2 
8045  -44.0       0.0     -51.4 
8046   -1.0       2.0      -1.1 
8047   56.0       3.0      55.1 
8048  123.0       4.0     116.1 
8049  196.0       5.0     198.5 
8050  277.0       3.0     266.3 
8051  358.0       5.0     365.1 
8052  421.0       2.0     402.7 
8053  465.0       3.0     461.5 
8054  489.0       3.0     494.6 
8055  488.0       2.0     476.3 
8056  459.0       2.0     453.6 
8057  397.0       1.0     402.1 
8058  310.0       0.0     309.9 
8059  210.0       1.0     216.2 
8060  132.0       2.0     125.3 
8061   87.0       0.0      91.7 
8062   73.0       0.0      65.4 
8063   70.0       1.0      76.3 
8064   75.0       0.0      69.0 
8065   80.0       1.0      79.2 
8066   93.0       1.0      87.4 
8067  100.0       1.0      93.9 
8068   89.0       0.0      83.1 
8069   65.0       0.0      58.5 
8070   41.0       0.0      38.8 
8071   22.0       0.0      23.0 
8072   -2.0       1.0      -5.6 
8073  -37.0       2.0     -44.5 
8074  -68.0       2.0     -75.6 
8075  -87.0       1.0     -84.5 
8076  -88.0       1.0     -91.6 
8077  -92.0       1.0     -97.2 
8078  -90.0       0.0     -85.8 
8079  -79.0       0.0     -76.6 
8080  -63.0       0.0     -69.3 
8081  -43.0       0.0     -47.4 
8082  -24.0       0.0     -30.0 
8083    2.0       1.0       0.0 
8084   29.0       1.0      24.0 
8085   47.0       1.0      43.2 
8086   44.0       0.0      42.6 
8087   31.0       0.0      26.1 
8088   16.0       0.0      12.8 
8089  -12.0       1.0     -13.7 
8090  -54.0       2.0     -51.0 
8091 -104.0       3.0     -96.8 
8092 -146.0       4.0    -149.4 
8093 -178.0       3.0    -186.7 
8094 -219.0       4.0    -227.2 
8095 -271.0       4.0    -275.0 
8096 -324.0       4.0    -332.0 
8097 -368.0       3.0    -370.1 
8098 -402.0       3.0    -390.1 
8099 -437.0       5.0    -445.1 
8100 -470.0       2.0    -452.9 
8101 -492.0       3.0    -484.2 
8102 -513.0       4.0    -528.4 
8103 -540.0       3.0    -554.4 
8104 -579.0       4.0    -595.8 
8105 -620.0       3.0    -618.9 
8106 -662.0       4.0    -659.6 
8107 -708.0       4.0    -725.1 
8108 -763.0       3.0    -764.4 
8109 -822.0       4.0    -824.7 
8110 -876.0       3.0    -858.8 
8111 -928.0       4.0    -917.3 
8112 -969.0       3.0    -948.8 
8113 -1006.0       4.0    -1007.7 
8114 -1037.0       3.0    -1038.3 
8115 -1058.0       3.0    -1039.6 
8116 -1080.0       4.0    -1073.4 
8117 -1108.0       3.0    -1084.3 
8118 -1147.0       4.0    -1128.6 
8119 -1188.0       4.0    -1216.2 
8120 -1221.0       2.0    -1181.8 
8121 -1224.0       3.0    -1208.6 
8122 -1188.0       3.0    -1203.7 
8123 -1094.0       2.0    -1115.3 
8124 -946.0       0.0    -919.6 
8125 -757.0       0.0    -760.4 
8126 -520.0       1.0    -541.7 
8127 -217.0       5.0    -213.6 
8128  137.0       4.0     116.9 
8129  479.0       5.0     515.5 
8130  716.0       2.0     719.3 
8131  819.0       2.0     851.6 
8132  787.0       1.0     830.4 
8133  697.0       0.0     709.1 
8134  604.0       0.0     607.6 
8135  564.0       1.0     594.8 
8136  548.0       1.0     573.7 
8137  524.0       1.0     547.0 
8138  503.0       1.0     516.9 
8139  559.0       3.0     580.0 
8140  728.0       6.0     742.2 
8141  931.0       3.0     893.4 
8142 1021.0       3.0     984.4 
8143  992.0       2.0     960.8 
8144  917.0       2.0     924.7 
8145  903.0       2.0     880.2 
8146  895.0       3.0     881.1 
8147  811.0       2.0     818.6 
8148  644.0       0.0     634.4 
8149  497.0       0.0     489.1 
8150  423.0       0.0     407.9 
8151  349.0       0.0     341.2 
8152  215.0       2.0     205.8 
8153   51.0       4.0      55.8 
8154  -39.0       2.0     -27.9 
8155  -10.0       0.0      -9.2 
8156   63.0       2.0      51.4 
8157  132.0       4.0     136.3 
8158  177.0       2.0     172.5 
8159  230.0       4.0     240.8 
8160  298.0       3.0     288.6 
8161  367.0       5.0     366.5 
8162  427.0       3.0     431.4 
8163  461.0       3.0     469.4 
8164  449.0       2.0     455.5 
8165  370.0       0.0     378.8 
8166  277.0       1.0     264.2 
8167  225.0       0.0     223.0 
8168  228.0       2.0     230.8 
8169  247.0       3.0     250.7 
8170  238.0       2.0     243.1 
8171  241.0       2.0     234.5 
8172  285.0       6.0     291.6 
8173  370.0       4.0     377.3 
8174  434.0       3.0     436.2 
8175  440.0       2.0     435.4 
8176  409.0       1.0     394.9 
8177  389.0       2.0     385.9 
8178  395.0       3.0     396.9 
8179  386.0       3.0     396.9 
8180  345.0       1.0     348.1 
8181  266.0       0.0     269.3 
8182  173.0       2.0     174.1 
8183   94.0       2.0      99.3 
8184   21.0       3.0      23.4 
8185  -39.0       3.0     -37.2 
8186 -107.0       4.0    -101.8 
8187 -163.0       4.0    -167.8 
8188 -202.0       2.0    -191.9 
8189 -208.0       2.0    -205.3 
8190 -182.0       0.0    -173.6 
8191 -142.0       0.0    -147.3 
8192 -120.0       0.0    -125.8 
8193 -111.0       0.0    -108.7 
8194 -102.0       0.0     -94.9 
8195  -97.0       1.0     -99.9 
8196 -103.0       1.0    -104.0 
8197 -125.0       2.0    -123.2 
8198 -159.0       3.0    -154.5 
8199 -185.0       3.0    -179.6 
8200 -197.0       3.0    -199.7 
8201 -187.0       1.0    -183.8 
8202 -159.0       0.0    -155.0 
8203 -116.0       0.0    -116.0 
8204  -84.0       0.0     -84.8 
8205  -46.0       1.0     -43.8 
8206    3.0       2.0       4.9 
8207   63.0       3.0      59.9 
8208  121.0       4.0     120.0 
8209  153.0       2.0     144.0 
8210  161.0       2.0     158.4 
8211  181.0       3.0     182.7 
8212  206.0       3.0     202.2 
8213  212.0       3.0     217.7 
8214  186.0       0.0     182.2 
8215  157.0       0.0     153.7 
8216  154.0       1.0     147.0 
8217  171.0       3.0     173.6 
8218  176.0       2.0     178.9 
8219  160.0       1.0     167.1 
8220  149.0       0.0     141.7 
8221  157.0       2.0     153.3 
8222  169.0       2.0     162.7 
8223  164.0       2.0     170.1 
8224  140.0       0.0     144.1 
8225  122.0       0.0     123.3 
8226  112.0       0.0     106.6 
8227   81.0       0.0      77.3 
8228   38.0       1.0      37.8 
8229    1.0       1.0       6.3 
8230  -11.0       1.0     -19.0 
8231  -15.0       0.0      -7.2 
8232  -36.0       1.0     -29.7 
8233  -63.0       2.0     -63.8 
8234  -73.0       1.0     -75.0 
8235  -72.0       0.0     -68.0 
8236  -85.0       1.0     -78.4 
8237 -110.0       2.0    -102.7 
8238 -131.0       3.0    -138.2 
8239 -128.0       1.0    -134.6 
8240 -124.0       1.0    -131.6 
8241 -135.0       1.0    -129.3 
8242 -161.0       3.0    -159.5 
8243 -173.0       2.0    -167.6 
8244 -172.0       2.0    -174.0 
8245 -169.0       1.0    -163.2 
8246 -179.0       3.0    -186.6 
8247 -192.0       2.0    -189.3 
8248 -190.0       2.0    -191.4 
8249 -187.0       2.0    -193.1 
8250 -200.0       2.0    -194.5 
8251 -231.0       4.0    -227.6 
8252 -261.0       4.0    -268.5 
8253 -283.0       2.0    -272.4 
8254 -300.0       3.0    -290.5 
8255 -319.0       4.0    -316.4 
8256 -334.0       3.0    -331.5 
8257 -339.0       3.0    -335.7 
8258 -336.0       3.0    -332.1 
8259 -342.0       4.0    -339.1 
8260 -351.0       4.0    -359.5 
8261 -362.0       3.0    -369.8 
8262 -373.0       3.0    -369.9 
8263 -391.0       4.0    -381.6 
8264 -422.0       5.0    -431.0 
8265 -459.0       3.0    -472.8 
8266 -493.0       3.0    -493.4 
8267 -524.0       4.0    -528.0 
8268 -554.0       3.0    -546.8 
8269 -584.0       4.0    -581.3 
8270 -607.0       3.0    -599.4 
8271 -624.0       4.0    -635.0 
8272 -642.0       3.0    -653.0 
8273 -664.0       3.0    -653.0 
8274 -695.0       5.0    -707.1 
8275 -726.0       2.0    -700.0 
8276 -754.0       4.0    -777.5 
8277 -772.0       2.0    -767.1 
8278 -771.0       3.0    -796.4 
8279 -735.0       2.0    -754.6 
8280 -663.0       1.0    -667.1 
8281 -557.0       0.0    -552.7 
8282 -424.0       0.0    -425.1 
8283 -287.0       1.0    -293.8 
8284 -156.0       2.0    -165.7 
8285  -33.0       3.0     -45.1 
8286   92.0       5.0      87.5 
8287  179.0       3.0     195.9 
8288  198.0       1.0     205.3 
8289  131.0       1.0     120.5 
8290   57.0       1.0      57.1 
8291   28.0       0.0      33.9 
8292   61.0       1.0      59.0 
8293  118.0       3.0     114.1 
8294  185.0       5.0     185.9 
8295  280.0       4.0     272.5 
8296  382.0       4.0     366.6 
8297  466.0       4.0     471.7 
8298  511.0       2.0     496.2 
8299  545.0       3.0     546.8 
8300  603.0       4.0     610.8 
8301  655.0       3.0     650.4 
8302  666.0       3.0     666.0 
8303  634.0       2.0     626.4 
8304  607.0       3.0     619.0 
8305  608.0       3.0     601.4 
8306  587.0       3.0     576.7 
8307  530.0       2.0     522.7 
8308  470.0       2.0     473.5 
8309  464.0       4.0     468.3 
8310  506.0       5.0     506.0 
8311  537.0       3.0     538.5 
8312  529.0       2.0     516.8 
8313  511.0       3.0     521.7 
8314  503.0       3.0     514.9 
8315  499.0       3.0     499.6 
8316  477.0       3.0     478.7 
8317  452.0       3.0     454.0 
8318  443.0       4.0     445.4 
8319  440.0       3.0     433.1 
8320  412.0       3.0     415.6 
8321  359.0       1.0     359.1 
8322  317.0       1.0     311.3 
8323  301.0       3.0     305.0 
8324  299.0       3.0     300.0 
8325  270.0       1.0     264.0 
8326  231.0       1.0     235.2 
8327  206.0       1.0     212.2 
8328  198.0       1.0     193.7 
8329  193.0       2.0     195.0 
8330  171.0       0.0     164.0 
8331  145.0       0.0     139.2 
8332  131.0       1.0     135.4 
8333  145.0       2.0     148.3 
8334  161.0       2.0     158.6 
8335  161.0       2.0     166.9 
8336  143.0       0.0     141.5 
8337  107.0       0.0     105.2 
8338   77.0       0.0      76.2 
8339   45.0       0.0      52.9 
8340   35.0       0.0      34.4 
8341   34.0       0.0      35.5 
8342   38.0       0.0      36.4 
8343   37.0       0.0      37.1 
8344   36.0       0.0      37.7 
8345   38.0       0.0      38.1 
8346   49.0       1.0      54.5 
8347   58.0       0.0      51.6 
8348   46.0       0.0      49.3 
8349   14.0       1.0      15.4 
8350  -23.0       2.0     -27.7 
8351  -45.0       1.0     -46.1 
8352  -44.0       0.0     -44.9 
8353  -38.0       0.0     -43.9 
8354  -38.0       0.0     -43.1 
8355  -41.0       0.0     -42.5 
8356  -39.0       0.0     -42.0 
8357  -32.0       0.0     -25.6 
8358  -29.0       0.0     -28.5 
8359  -35.0       0.0     -30.8 
8360  -40.0       0.0     -32.6 
8361  -43.0       1.0     -50.1 
8362  -46.0       0.0     -48.1 
8363  -50.0       0.0     -46.5 
8364  -53.0       0.0     -45.2 
8365  -53.0       1.0     -60.1 
8366  -60.0       0.0     -56.1 
8367  -77.0       2.0     -84.9 
8368  -91.0       1.0     -91.9 
8369  -91.0       1.0     -97.5 
8370  -71.0       0.0     -70.0 
8371  -49.0       0.0     -48.0 
8372  -38.0       0.0     -30.4 
8373  -26.0       0.0     -32.3 
8374   -9.0       1.0      -1.9 
8375   18.0       1.0      22.5 
8376   32.0       0.0      26.0 
8377   35.0       0.0      28.8 
8378   30.0       0.0      31.0 
8379   26.0       0.0      32.8 
8380   22.0       0.0      18.3 
8381   11.0       0.0       6.6 
8382    3.0       0.0      -2.7 
8383    4.0       0.0       5.8 
8384    9.0       0.0      12.7 
8385   17.0       0.0      18.1 
8386   19.0       0.0      22.5 
8387   25.0       0.0      26.0 
8388   31.0       0.0      28.8 
8389   36.0       0.0      31.0 
8390   38.0       0.0      32.8 
8391   34.0       0.0      34.3 
8392   36.0       0.0      35.4 
8393   38.0       0.0      36.3 
8394   36.0       0.0      37.1 
8395   20.0       0.0      21.7 
8396   -1.0       1.0      -6.7 
8397  -22.0       1.0     -29.3 
8398  -40.0       1.0     -47.5 
8399  -61.0       1.0     -62.0 
8400  -84.0       2.0     -89.6 
8401 -107.0       2.0    -111.7 
8402 -123.0       2.0    -129.3 
8403 -138.0       2.0    -143.5 
8404 -150.0       2.0    -154.8 
8405 -172.0       3.0    -179.8 
8406 -191.0       2.0    -183.9 
8407 -206.0       3.0    -203.1 
8408 -223.0       3.0    -218.5 
8409 -242.0       4.0    -246.8 
8410 -259.0       3.0    -264.6 
8411 -276.0       3.0    -272.2 
8412 -292.0       4.0    -289.7 
8413 -314.0       4.0    -318.2 
8414 -342.0       3.0    -335.2 
8415 -370.0       4.0    -361.5 
8416 -394.0       4.0    -401.1 
8417 -413.0       3.0    -425.4 
8418 -433.0       3.0    -434.4 
8419 -457.0       4.0    -456.4 
8420 -483.0       4.0    -495.7 
8421 -509.0       3.0    -518.5 
8422 -535.0       3.0    -524.5 
8423 -562.0       5.0    -574.7 
8424 -585.0       2.0    -572.6 
8425 -610.0       3.0    -600.3 
8426 -637.0       4.0    -644.8 
8427 -669.0       3.0    -669.4 
8428 -703.0       4.0    -713.2 
8429 -724.0       3.0    -736.4 
8430 -712.0       2.0    -695.7 
8431 -665.0       2.0    -652.5 
8432 -590.0       1.0    -573.8 
8433 -523.0       2.0    -536.8 
8434 -479.0       1.0    -471.4 
8435 -431.0       2.0    -440.1 
8436 -351.0       0.0    -340.7 
8437 -257.0       0.0    -262.4 
8438 -193.0       0.0    -200.7 
8439 -214.0       3.0    -218.4 
8440 -280.0       6.0    -278.7 
8441 -316.0       2.0    -303.0 
8442 -287.0       1.0    -285.6 
8443 -212.0       0.0    -215.5 
8444 -132.0       1.0    -137.4 
8445  -45.0       3.0     -36.4 
8446   48.0       4.0      55.9 
8447  122.0       3.0     124.1 
8448  173.0       3.0     170.7 
8449  218.0       4.0     219.2 
8450  293.0       5.0     296.6 
8451  382.0       4.0     395.9 
8452  451.0       3.0     464.9 
8453  482.0       2.0     467.1 
8454  508.0       3.0     493.7 
8455  553.0       5.0     564.6 
8456  574.0       2.0     575.1 
8457  545.0       1.0     526.7 
8458  490.0       1.0     481.3 
8459  477.0       2.0     475.0 
8460  520.0       4.0     525.7 
8461  574.0       3.0     556.6 
8462  594.0       4.0     602.7 
8463  596.0       2.0     587.1 
8464  610.0       3.0     601.8 
8465  632.0       4.0     634.5 
8466  638.0       3.0     650.3 
8467  635.0       3.0     648.8 
8468  632.0       3.0     634.7 
8469  634.0       4.0     641.6 
8470  610.0       2.0     602.5 
8471  555.0       2.0     562.3 
8472  500.0       1.0     493.2 
8473  475.0       3.0     485.6 
8474  471.0       3.0     470.4 
8475  453.0       3.0     450.1 
8476  420.0       3.0     426.5 
8477  391.0       2.0     383.8 
8478  378.0       4.0     379.1 
8479  362.0       3.0     370.5 
8480  326.0       1.0     322.3 
8481  284.0       1.0     281.8 
8482  248.0       1.0     249.5 
8483  239.0       2.0     239.6 
8484  236.0       2.0     231.7 
8485  229.0       2.0     225.3 
8486  212.0       1.0     204.3 
8487  185.0       1.0     187.4 
8488  153.0       0.0     157.9 
8489  121.0       0.0     118.3 
8490  101.0       0.0     102.7 
8491   98.0       0.0      90.1 
8492  104.0       1.0      96.1 
8493  103.0       1.0     100.9 
8494   92.0       0.0      88.7 
8495   74.0       0.0      79.0 
8496   56.0       0.0      55.2 
8497   28.0       1.0      20.1 
8498   -9.0       1.0      -7.9 
8499  -40.0       2.0     -46.3 
8500  -58.0       1.0     -61.0 
8501  -63.0       0.0     -56.8 
8502  -63.0       1.0     -69.5 
8503  -61.0       0.0     -63.6 
8504  -61.0       0.0     -58.9 
8505  -69.0       1.0     -71.1 
8506  -81.0       1.0     -80.9 
8507  -87.0       1.0     -88.7 
8508  -81.0       0.0     -79.0 
8509  -79.0       0.0     -71.2 
8510  -95.0       2.0     -96.9 
8511 -122.0       2.0    -117.5 
8512 -138.0       2.0    -134.0 
8513 -139.0       1.0    -131.2 
8514 -143.0       2.0    -145.0 
8515 -157.0       2.0    -156.0 
8516 -171.0       2.0    -164.8 
8517 -176.0       2.0    -171.8 
8518 -170.0       2.0    -177.5 
8519 -168.0       1.0    -166.0 
8520 -171.0       2.0    -172.8 
8521 -156.0       1.0    -162.2 
8522 -129.0       0.0    -121.8 
8523 -106.0       0.0    -105.4 
8524  -98.0       0.0     -92.3 
8525  -90.0       1.0     -97.9 
8526  -78.0       0.0     -70.3 
8527  -68.0       0.0     -64.2 
8528  -79.0       1.0     -75.4 
8529  -92.0       1.0     -84.3 
8530  -86.0       1.0     -91.4 
8531  -67.0       0.0     -65.2 
8532  -56.0       0.0     -60.1 
8533  -60.0       0.0     -56.1 
8534  -60.0       0.0     -52.9 
8535  -48.0       0.0     -50.3 
8536  -31.0       0.0     -32.2 
8537  -17.0       0.0     -17.8 
8538  -10.0       0.0      -6.2 
8539   -2.0       0.0       3.0 
8540    7.0       0.0      10.4 
8541   13.0       0.0      16.3 
8542   11.0       0.0       5.1 
8543    6.0       0.0      12.0 
8544    2.0       0.0       1.6 
8545   -6.0       0.0      -6.7 
8546  -23.0       1.0     -29.4 
8547  -47.0       1.0     -47.5 
8548  -67.0       1.0     -62.0 
8549  -87.0       2.0     -89.6 
8550 -106.0       2.0    -111.7 
8551 -126.0       2.0    -129.3 
8552 -142.0       2.0    -143.5 
8553 -150.0       2.0    -154.8 
8554 -157.0       2.0    -163.8 
8555 -175.0       2.0    -171.1 
8556 -203.0       4.0    -208.8 
8557 -233.0       3.0    -234.3 
8558 -263.0       4.0    -265.2 
8559 -291.0       3.0    -284.7 
8560 -312.0       4.0    -311.8 
8561 -335.0       3.0    -327.8 
8562 -356.0       4.0    -352.9 
8563 -380.0       4.0    -391.2 
8564 -406.0       3.0    -414.5 
8565 -439.0       4.0    -449.2 
8566 -473.0       3.0    -469.0 
8567 -510.0       4.0    -502.2 
8568 -542.0       4.0    -554.1 
8569 -575.0       3.0    -585.5 
8570 -602.0       3.0    -596.3 
8571 -629.0       4.0    -625.1 
8572 -656.0       3.0    -638.3 
8573 -669.0       4.0    -670.6 
8574 -646.0       2.0    -643.1 
