n    x(n)   c(n)  xhat(n) 
874  -11.0       0.0      -6.6 
875  -10.0       0.0     -13.3 
876   -8.0       0.0      -2.6 
877   -9.0       0.0     -10.1 
878   -6.0       0.0      -0.1 
879   -6.0       0.0      -8.1 
880   -3.0       0.0       1.6 
881   -1.0       0.0      -6.8 
882    2.0       0.0       2.6 
883    2.0       0.0      -5.9 
884    1.0       0.0       3.3 
885    2.0       0.0      -5.4 
886    2.0       0.0       3.7 
887    1.0       0.0      -5.1 
888    3.0       0.0       4.0 
889    2.0       0.0      -4.8 
890    5.0       0.0       4.1 
891    5.0       0.0      11.3 
892    4.0       0.0       1.0 
893    5.0       0.0       8.8 
894    5.0       0.0      -0.9 
895    6.0       0.0       7.3 
896    5.0       0.0      -2.2 
897    3.0       0.0       6.2 
898    1.0       0.0      -3.0 
899   -1.0       0.0       5.6 
900   -1.0       0.0      -3.5 
901    0.0       0.0       5.2 
902   -1.0       0.0      -3.9 
903    1.0       0.0       4.9 
904    1.0       0.0      -4.1 
905    2.0       0.0       4.7 
906    3.0       0.0      -4.2 
907    5.0       0.0       4.6 
908    5.0       0.0      11.7 
909    6.0       0.0       1.4 
910    4.0       0.0       9.1 
911    5.0       0.0      -0.7 
912    5.0       0.0       7.4 
913    3.0       0.0      -2.1 
914    3.0       0.0       6.3 
915    1.0       0.0      -2.9 
916   -1.0       0.0       5.7 
917   -1.0       0.0      -3.5 
918    0.0       0.0       5.2 
919   -1.0       0.0      -3.8 
920    0.0       0.0       4.9 
921   -1.0       0.0      -4.0 
922   -1.0       0.0       4.8 
923    1.0       0.0      -4.2 
924    0.0       0.0       4.6 
925    1.0       0.0      -4.3 
926    0.0       0.0       4.6 
927   -2.0       0.0      -4.3 
928   -1.0       0.0       4.5 
929    0.0       0.0      -4.4 
930   -2.0       0.0       4.5 
931    0.0       0.0      -4.4 
932    1.0       0.0       4.5 
933    1.0       0.0      -4.4 
934    1.0       0.0       4.5 
935    0.0       0.0      -4.4 
936    3.0       0.0       4.5 
937    0.0       0.0      -4.4 
938    1.0       0.0       4.5 
939    1.0       0.0      -4.4 
940    1.0       0.0       4.5 
941    2.0       0.0      -4.4 
942    1.0       0.0       4.4 
943    0.0       0.0      -4.4 
944    1.0       0.0       4.4 
945   -1.0       0.0      -4.4 
946    4.0       0.0       4.4 
947    1.0       0.0      -4.4 
948    1.0       0.0       4.4 
949   -1.0       0.0      -4.4 
950   -2.0       0.0       4.4 
951   -1.0       0.0      -4.4 
952   -2.0       0.0       4.4 
953   -2.0       0.0      -4.4 
954   -1.0       0.0       4.4 
955   -1.0       0.0      -4.4 
956   -5.0       0.0     -11.6 
957   -2.0       0.0      -1.2 
958   -1.0       0.0      -9.0 
959    2.0       0.0       0.8 
960    1.0       0.0       8.6 
961    3.0       0.0      -1.1 
962    4.0       0.0       7.1 
963    6.0       0.0      13.7 
964    6.0       0.0       3.0 
965    6.0       0.0      10.4 
966    5.0       0.0       0.3 
967    5.0       0.0       8.2 
968    4.0       0.0      -1.4 
969    4.0       0.0       6.9 
970    3.0       0.0      -2.5 
971    2.0       0.0       6.0 
972    3.0       0.0      -3.2 
973    3.0       0.0       5.4 
974    1.0       0.0      -3.6 
975    0.0       0.0       5.1 
976   -1.0       0.0      -3.9 
977    0.0       0.0       4.9 
978   -2.0       0.0      -4.1 
979   -1.0       0.0       4.7 
980   -1.0       0.0      -4.2 
981   -1.0       0.0       4.6 
982   -2.0       0.0      -4.3 
983   -1.0       0.0       4.6 
984   -1.0       0.0      -4.4 
985   -2.0       0.0       4.5 
986   -1.0       0.0      -4.4 
987    1.0       0.0       4.5 
988    1.0       0.0      -4.4 
989    2.0       0.0       4.5 
990    1.0       0.0      -4.4 
991    2.0       0.0       4.5 
992    2.0       0.0      -4.4 
993    3.0       0.0       4.5 
994    0.0       0.0      -4.4 
995    0.0       0.0       4.5 
996    0.0       0.0      -4.4 
997    2.0       0.0       4.4 
998   -1.0       0.0      -4.4 
999    3.0       0.0       4.4 
1000    2.0       0.0      -4.4 
1001    3.0       0.0       4.4 
1002    4.0       0.0      11.6 
1003    4.0       0.0       1.2 
1004    3.0       0.0       9.0 
1005    3.0       0.0      -0.8 
1006    3.0       0.0       7.4 
1007    2.0       0.0      -2.1 
1008    1.0       0.0       6.3 
1009    1.0       0.0      -3.0 
1010    3.0       0.0       5.6 
1011   -1.0       0.0      -3.5 
1012   -1.0       0.0       5.2 
1013   -1.0       0.0      -3.8 
1014   -1.0       0.0       4.9 
1015   -5.0       0.0      -4.1 
1016   -2.0       0.0       4.8 
1017   -5.0       0.0      -4.2 
1018   -2.0       0.0       4.6 
1019   -3.0       0.0      -4.3 
1020    1.0       0.0       4.6 
1021    3.0       0.0      -4.3 
1022    4.0       0.0       4.5 
1023    6.0       0.0      11.6 
1024    8.0       0.0       1.3 
1025    9.0       0.0       9.0 
1026   12.0       0.0      15.2 
1027   13.0       0.0      20.2 
1028   12.0       0.0       8.1 
1029   11.0       0.0      14.5 
1030   10.0       0.0       3.6 
1031    8.0       0.0      10.9 
1032    6.0       0.0       0.7 
1033    3.0       0.0       8.6 
1034    0.0       0.0      -1.1 
1035   -1.0       0.0      -8.9 
1036   -5.0       0.0       0.9 
1037   -8.0       0.0      -7.3 
1038  -10.0       0.0     -13.8 
1039  -10.0       0.0      -3.1 
1040  -10.0       0.0     -10.5 
1041   -7.0       0.0      -0.4 
1042   -8.0       0.0      -8.3 
1043   -5.0       0.0       1.4 
1044   -5.0       0.0      -6.9 
1045    0.0       0.0       2.5 
1046   -2.0       0.0      -6.0 
1047    2.0       0.0       3.2 
1048    2.0       0.0      -5.5 
1049    2.0       0.0       3.6 
1050    3.0       0.0      10.9 
1051    3.0       0.0       0.7 
1052    2.0       0.0       8.6 
1053   -1.0       0.0      -1.1 
1054    1.0       0.0       7.1 
1055   -1.0       0.0      -2.3 
1056    0.0       0.0       6.1 
1057   -1.0       0.0      -3.1 
1058   -2.0       0.0       5.5 
1059   -1.0       0.0      -3.6 
1060   -2.0       0.0       5.1 
1061   -3.0       0.0      -3.9 
1062   -5.0       0.0     -11.1 
1063   -5.0       0.0      -0.9 
1064   -5.0       0.0      -8.7 
1065   -3.0       0.0       1.0 
1066   -2.0       0.0      -7.2 
1067    1.0       0.0       2.3 
1068    2.0       0.0       9.8 
1069    2.0       0.0      -0.2 
1070    2.0       0.0       7.9 
1071    1.0       0.0      -1.7 
1072    2.0       0.0       6.6 
1073    2.0       0.0      -2.7 
1074    2.0       0.0       5.9 
1075    1.0       0.0      -3.3 
1076    2.0       0.0       5.3 
1077    3.0       0.0      -3.7 
1078    3.0       0.0       5.0 
1079    3.0       0.0      -4.0 
1080    5.0       0.0       4.8 
1081    4.0       0.0      11.9 
1082    6.0       0.0       1.5 
1083    5.0       0.0       9.2 
1084    7.0       0.0      -0.7 
1085    6.0       0.0       7.5 
1086    7.0       0.0      14.0 
1087    5.0       0.0       3.2 
1088    4.0       0.0      10.5 
1089    5.0       0.0       0.4 
1090    5.0       0.0       8.4 
1091    3.0       0.0      -1.3 
1092    2.0       0.0       6.9 
1093    1.0       0.0      -2.4 
1094    1.0       0.0       6.0 
1095    0.0       0.0      -3.2 
1096   -1.0       0.0       5.5 
1097    1.0       0.0      -3.6 
1098    2.0       0.0       5.1 
1099    3.0       0.0      -3.9 
1100    5.0       0.0       4.9 
1101    5.0       0.0      11.9 
1102    7.0       0.0       1.5 
1103    7.0       0.0       9.2 
1104    6.0       0.0      -0.6 
1105    7.0       0.0       7.5 
1106    7.0       0.0      14.0 
1107    7.0       0.0       3.2 
1108    7.0       0.0      10.6 
1109    6.0       0.0       0.4 
1110    4.0       0.0       8.4 
1111    4.0       0.0      -1.3 
1112    3.0       0.0       6.9 
1113    1.0       0.0      -2.4 
1114    2.0       0.0       6.0 
1115    1.0       0.0      -3.2 
1116    0.0       0.0       5.5 
1117    0.0       0.0      -3.6 
1118   -2.0       0.0       5.1 
1119   -3.0       0.0      -3.9 
1120   -3.0       0.0       4.9 
1121   -5.0       0.0      -4.1 
1122   -6.0       0.0     -11.3 
1123   -7.0       0.0      -1.0 
1124   -5.0       0.0      -8.8 
1125   -3.0       0.0       0.9 
1126   -5.0       0.0      -7.2 
1127   -1.0       0.0       2.2 
1128   -5.0       0.0      -6.2 
1129   -5.0       0.0     -13.0 
1130   -2.0       0.0      -2.4 
1131   -5.0       0.0      -9.9 
1132    0.0       0.0       0.1 
1133    0.0       0.0      -7.9 
1134    1.0       0.0       1.6 
1135    0.0       0.0      -6.7 
1136    3.0       0.0       2.7 
1137    3.0       0.0      10.1 
1138    3.0       0.0       0.1 
1139    4.0       0.0       8.1 
1140    2.0       0.0      -1.5 
1141    1.0       0.0       6.8 
1142    0.0       0.0      -2.6 
1143    0.0       0.0       5.9 
1144   -2.0       0.0      -3.3 
1145   -2.0       0.0       5.4 
1146   -1.0       0.0      -3.7 
1147   -3.0       0.0     -10.9 
1148   -3.0       0.0      -0.8 
1149   -5.0       0.0      -8.6 
1150   -5.0       0.0       1.1 
1151   -6.0       0.0      -7.1 
1152   -7.0       0.0     -13.7 
1153   -9.0       0.0      -2.9 
1154   -6.0       0.0     -10.4 
1155   -5.0       0.0      -0.3 
1156   -7.0       0.0      -8.2 
1157   -6.0       0.0       1.4 
1158   -6.0       0.0      -6.9 
1159   -1.0       0.0       2.5 
1160   -2.0       0.0      -6.0 
1161    1.0       0.0       3.2 
1162    0.0       0.0      -5.4 
1163    0.0       0.0       3.7 
1164    1.0       0.0      -5.1 
1165    2.0       0.0       3.9 
1166    4.0       0.0      11.1 
1167    3.0       0.0       0.9 
1168    2.0       0.0       8.7 
1169    4.0       0.0      -1.0 
1170    2.0       0.0       7.2 
1171    2.0       0.0      -2.2 
1172    1.0       0.0       6.2 
1173    4.0       0.0      -3.0 
1174    2.0       0.0       5.6 
1175    4.0       0.0      -3.5 
1176    2.0       0.0       5.2 
1177    1.0       0.0      -3.9 
1178    0.0       0.0       4.9 
1179   -1.0       0.0      -4.1 
1180    0.0       0.0       4.7 
1181   -2.0       0.0      -4.2 
1182   -2.0       0.0       4.6 
1183   -3.0       0.0      -4.3 
1184   -2.0       0.0       4.6 
1185   -2.0       0.0      -4.3 
1186   -2.0       0.0       4.5 
1187    0.0       0.0      -4.4 
1188    1.0       0.0       4.5 
1189    2.0       0.0      -4.4 
1190    2.0       0.0       4.5 
1191    2.0       0.0      -4.4 
1192    3.0       0.0       4.5 
1193    1.0       0.0      -4.4 
1194    1.0       0.0       4.5 
1195    0.0       0.0      -4.4 
1196    1.0       0.0       4.5 
1197   -1.0       0.0      -4.4 
1198   -1.0       0.0       4.4 
1199   -2.0       0.0      -4.4 
1200   -3.0       0.0       4.4 
1201   -5.0       0.0      -4.4 
1202   -5.0       0.0     -11.6 
1203   -8.0       0.0      -1.2 
1204   -8.0       0.0      -9.0 
1205   -8.0       0.0     -15.2 
1206   -7.0       0.0      -4.2 
1207   -7.0       0.0     -11.3 
1208   -7.0       0.0      -1.1 
1209   -7.0       0.0      -8.8 
1210   -7.0       0.0       0.9 
1211   -6.0       0.0      -7.3 
1212   -5.0       0.0       2.2 
1213   -2.0       0.0      -6.2 
1214   -2.0       0.0       3.0 
1215   -1.0       0.0      -5.6 
1216    1.0       0.0       3.5 
1217    4.0       0.0      10.8 
1218    3.0       0.0       0.7 
1219    3.0       0.0       8.5 
1220    2.0       0.0      -1.2 
1221    3.0       0.0       7.1 
1222    4.0       0.0      -2.4 
1223    2.0       0.0       6.1 
1224    4.0       0.0      -3.1 
1225    3.0       0.0       5.5 
1226    2.0       0.0      -3.6 
1227    3.0       0.0       5.1 
1228    0.0       0.0      -3.9 
1229    1.0       0.0       4.9 
1230    0.0       0.0      -4.1 
1231   -1.0       0.0       4.7 
1232    1.0       0.0      -4.2 
1233   -2.0       0.0       4.6 
1234   -2.0       0.0      -4.3 
1235   -3.0       0.0       4.6 
1236   -5.0       0.0      -4.4 
1237   -5.0       0.0     -11.5 
1238   -6.0       0.0      -1.2 
1239   -5.0       0.0      -8.9 
1240   -6.0       0.0       0.8 
1241   -7.0       0.0      -7.3 
1242   -5.0       0.0       2.1 
1243   -6.0       0.0      -6.3 
1244   -5.0       0.0       3.0 
1245   -1.0       0.0      -5.6 
1246   -2.0       0.0       3.5 
1247    1.0       0.0      -5.2 
1248    1.0       0.0       3.8 
1249    2.0       0.0      -4.9 
1250    5.0       0.0       4.1 
1251    4.0       0.0      11.2 
1252    4.0       0.0       1.0 
1253    4.0       0.0       8.8 
1254    5.0       0.0      -1.0 
1255    4.0       0.0       7.2 
1256    2.0       0.0      -2.2 
1257    3.0       0.0       6.2 
1258    5.0       0.0      13.0 
1259    5.0       0.0       2.4 
1260    4.0       0.0       9.9 
1261    1.0       0.0      -0.1 
1262    1.0       0.0       7.9 
1263    2.0       0.0      -1.6 
1264    1.0       0.0       6.7 
1265   -3.0       0.0      -2.7 
1266   -2.0       0.0       5.9 
1267   -3.0       0.0      -3.3 
1268   -3.0       0.0     -10.6 
1269   -5.0       0.0      -0.5 
1270   -5.0       0.0      -8.4 
1271   -8.0       0.0     -14.7 
1272   -6.0       0.0      -3.8 
1273   -5.0       0.0     -11.0 
1274   -6.0       0.0      -0.8 
1275   -4.0       0.0      -8.7 
1276   -3.0       0.0       1.1 
1277    0.0       0.0      -7.1 
1278    2.0       0.0       2.3 
1279    4.0       0.0       9.8 
1280    4.0       0.0      -0.1 
1281    6.0       0.0       7.9 
1282    7.0       0.0      14.3 
1283    7.0       0.0       3.5 
1284   10.0       0.0      10.8 
1285    9.0       0.0      16.6 
1286    8.0       0.0       5.3 
1287    7.0       0.0      12.2 
1288    6.0       0.0       1.8 
1289    5.0       0.0       9.4 
1290    3.0       0.0      -0.5 
1291    1.0       0.0       7.6 
1292   -2.0       0.0      -1.9 
1293   -2.0       0.0      -9.5 
1294   -5.0       0.0       0.4 
1295   -6.0       0.0      -7.7 
1296   -5.0       0.0       1.8 
1297   -7.0       0.0      -6.5 
1298   -7.0       0.0     -13.2 
1299   -6.0       0.0      -2.6 
1300   -5.0       0.0     -10.1 
1301   -5.0       0.0      -0.0 
1302   -1.0       0.0      -8.0 
1303   -1.0       0.0       1.6 
1304    3.0       0.0       9.3 
1305    2.0       0.0      -0.6 
1306    2.0       0.0       7.5 
1307    1.0       0.0      -2.0 
1308    4.0       0.0       6.4 
1309    4.0       0.0      -2.9 
1310    4.0       0.0       5.7 
1311    3.0       0.0      -3.4 
1312    2.0       0.0       5.3 
1313    3.0       0.0      -3.8 
1314    5.0       0.0       5.0 
1315    4.0       0.0      12.0 
1316    5.0       0.0       1.6 
1317    4.0       0.0       9.3 
1318    4.0       0.0      -0.6 
1319    2.0       0.0       7.5 
1320    3.0       0.0      -2.0 
1321    2.0       0.0       6.4 
1322    1.0       0.0      -2.9 
1323    1.0       0.0       5.7 
1324    1.0       0.0      -3.4 
1325    2.0       0.0       5.3 
1326    2.0       0.0      -3.8 
1327    2.0       0.0       5.0 
1328    0.0       0.0      -4.0 
1329    1.0       0.0       4.8 
1330    1.0       0.0      -4.2 
1331    2.0       0.0       4.7 
1332    1.0       0.0      -4.3 
1333    3.0       0.0       4.6 
1334    3.0       0.0      -4.3 
1335    5.0       0.0       4.5 
1336    5.0       0.0      11.6 
1337    7.0       0.0       1.3 
1338    9.0       0.0       9.0 
1339    7.0       0.0      -0.8 
1340   12.0       0.0       7.4 
1341   12.0       0.0      13.9 
1342   13.0       0.0      19.1 
1343   12.0       0.0       7.3 
1344   11.0       0.0      13.8 
1345   13.0       0.0      19.1 
1346   10.0       0.0       7.3 
1347    9.0       0.0      13.8 
1348   10.0       0.0       3.0 
1349    9.0       0.0      10.4 
1350    6.0       0.0       0.3 
1351    7.0       0.0       8.3 
1352    6.0       0.0      -1.4 
1353    4.0       0.0       6.9 
1354    6.0       0.0      13.5 
1355    5.0       0.0       2.8 
1356    5.0       0.0      10.3 
1357    8.0       0.0       0.2 
1358    8.0       0.0       8.2 
1359    7.0       0.0      14.5 
1360    8.0       0.0       3.6 
1361   10.0       0.0      10.9 
1362    8.0       0.0       0.7 
1363    8.0       0.0       8.6 
1364   10.0       0.0      14.9 
1365    9.0       0.0       3.9 
1366    9.0       0.0      11.1 
1367    8.0       0.0       0.9 
1368   10.0       0.0       8.7 
1369    8.0       0.0      15.0 
1370    7.0       0.0       4.0 
1371    7.0       0.0      11.2 
1372    6.0       0.0       0.9 
1373    6.0       0.0       8.8 
1374    6.0       0.0      -1.0 
1375    4.0       0.0       7.2 
1376    6.0       0.0      13.8 
1377    5.0       0.0       3.0 
1378    5.0       0.0      10.4 
1379    4.0       0.0       0.3 
1380    4.0       0.0       8.3 
1381    2.0       0.0      -1.4 
1382    2.0       0.0       6.9 
1383    1.0       0.0      -2.5 
1384    1.0       0.0       6.0 
1385    2.0       0.0      -3.2 
1386    0.0       0.0       5.4 
1387    2.0       0.0      -3.6 
1388    1.0       0.0       5.1 
1389    0.0       0.0      -3.9 
1390   -1.0       0.0       4.9 
1391    2.0       0.0      -4.1 
1392    1.0       0.0       4.7 
1393    0.0       0.0      -4.2 
1394   -1.0       0.0       4.6 
1395    4.0       0.0      11.7 
1396    5.0       0.0       1.4 
